,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,num_samples,duration,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence
104,1Yv8fDF9pWlAEcocao2D0Q,0.283,0.823,9,-6.111,0,0.0369,8.92e-05,0.000826,0.963,0.356,152.286,7298550,331.0,0.0,331.0,-6.111,152.286,0.026,4,0.688,9,0.0,0,0.0
105,3xIaUb1WsnrqbJo6CsJMLO,0.363,0.553,0,-7.698,1,0.0299,0.00754,1e-05,0.909,0.0908,142.865,7295022,330.84,0.0,330.84,-7.698,142.865,0.054,4,0.928,0,0.487,1,0.526
106,7LYLw1MSToSNRmaL9E1Fwr,0.344,0.731,5,-7.723,1,0.0329,0.00244,0.000654,0.708,0.17,104.79,7036008,319.09332,0.0,319.09332,-7.723,104.79,0.662,4,0.865,5,0.0,1,0.25
107,0i6uaCeKG3dmVHK51My80h,0.376,0.743,7,-8.287,1,0.0311,0.00203,0.000178,0.942,0.343,104.958,7100394,322.01334,0.0,311.88464,-8.287,104.958,0.334,4,0.97,7,0.688,1,0.563
108,0h3HlD7V4B3gtExX7sI3jM,0.286,0.892,1,-7.928,0,0.119,0.00167,0.00932,0.949,0.147,150.554,8343720,378.4,0.0,372.54095,-7.928,150.554,0.075,4,0.987,1,0.0,0,0.156
109,3wdtYmf9G6WhG3OUiJuLC0,0.488,0.911,2,-3.757,1,0.305,0.145,0.0374,0.666,0.509,166.417,4461586,202.3395,0.4176,195.7326,-3.757,166.417,0.044,4,1.0,2,0.678,1,0.734
110,4QCYm5VF70vcx5Ua15aTSN,0.558,0.842,9,-3.883,1,0.0611,0.268,0.00408,0.684,0.481,121.986,4908812,222.62186,0.15034,215.63211,-3.883,121.986,0.82,4,0.581,9,0.57,1,0.658
111,1qX8PPcXhbPzBU3f8jjfxZ,0.652,0.815,11,-3.982,1,0.05,0.0231,0.000924,0.143,0.476,117.044,2733540,123.97007,0.0,118.38694,-3.982,117.044,0.882,5,0.118,11,0.518,1,0.398
112,5iZtxnig45xcz5Z8pVnYG5,0.593,0.97,7,-3.36,1,0.0731,0.000867,0.319,0.174,0.529,131.015,3908313,177.24776,0.31397,171.81026,-3.36,131.015,0.941,4,0.989,7,0.778,1,0.813
113,3l51Mu8p6he5ay2yhW3DPa,0.493,0.86,4,-3.717,1,0.0407,0.0027,0.659,0.343,0.56,122.004,4491368,203.69016,0.38281,199.25624,-3.717,122.004,0.751,4,0.654,4,0.828,1,0.599
114,2yRELGa4tFHWZi6p1gVPfY,0.314,0.916,9,-5.173,1,0.153,0.0119,0.000346,0.207,0.348,80.51,3150214,142.86685,0.20313,136.10957,-5.173,80.51,0.07,4,0.618,9,0.559,1,0.529
115,1pPBWjephNwYpqJ2ER01fS,0.586,0.644,3,-5.532,1,0.0501,0.627,3.77e-05,0.772,0.613,106.593,2065550,93.67574,0.10499,91.02222,-5.532,106.593,0.294,4,0.738,3,0.392,1,0.439
116,53PUhhLoJ5VubWIfSV31vp,0.649,0.719,11,-6.659,0,0.321,0.11,0.0,0.138,0.638,107.407,3640021,165.08032,0.0,157.99438,-6.659,107.407,0.469,4,1.0,11,0.129,0,0.314
117,6HtBewFr9pHwVbz07oLU9O,0.468,0.934,9,-3.506,1,0.0701,0.000377,0.307,0.304,0.591,87.021,3882998,176.09969,0.0,165.3551,-3.506,87.021,0.292,4,1.0,9,0.368,1,0.457
118,1gTlog8iNYaFd7rzjCJmfV,0.431,0.963,9,-3.691,1,0.116,0.101,0.0445,0.193,0.235,163.968,3189622,144.65405,0.10499,138.32707,-3.691,163.968,0.021,4,0.924,9,0.201,1,0.299
119,21NVIBYBZIp7oa0OONZBZo,0.56,0.867,7,-3.978,1,0.049,0.00275,9.26e-06,0.0901,0.567,93.503,3675993,166.7117,0.42422,162.13333,-3.978,93.503,0.347,4,1.0,7,0.255,1,0.39
120,06dWM8AMMjKE9Obf2L1ojy,0.57,0.903,8,-3.707,1,0.0901,0.149,9.54e-05,0.168,0.113,104.98,5557252,252.02957,0.25469,237.65623,-3.707,104.98,0.422,4,1.0,8,0.391,1,0.577
121,6BZNRGduXWWoR1KEzwGEnI,0.501,0.777,0,-4.682,1,0.0426,0.14,0.0,0.308,0.374,116.15,5881071,266.71524,0.17991,254.04372,-4.682,116.15,0.342,4,0.84,0,0.738,1,0.662
122,1bvPlrTtIpj7CSXRaJpALg,0.562,0.919,9,-5.697,0,0.0441,0.415,0.035,0.111,0.645,130.978,5016384,227.50041,0.0,223.68942,-5.697,130.978,0.841,4,0.865,9,0.531,0,0.633
123,3oP3Tfn86FRmxAGsV0TqCp,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,3991680,181.02856,0.26698,174.08,-5.802,130.034,0.895,4,1.0,2,0.201,1,0.314
124,5jDIIpm38XbdvvSt4oilcI,0.241,0.76,6,-7.783,0,0.0481,0.469,0.112,0.667,0.424,82.971,5371776,243.61797,0.27293,231.57262,-7.783,82.971,0.479,4,1.0,6,0.545,0,0.801
125,4hURm1oP1rE1KZ4zd7mRay,0.762,0.809,7,-5.454,0,0.0961,0.273,3.99e-05,0.333,0.731,96.042,4253004,192.88,0.16961,189.64899,-5.454,96.042,0.714,4,0.976,7,0.485,0,0.492
126,5zGElc4Fk95ONl7YihpLFN,0.69,0.933,9,-5.447,0,0.0432,0.0259,0.00181,0.0571,0.896,133.008,4029120,182.72653,0.20685,172.51846,-5.447,133.008,0.89,4,1.0,9,0.508,0,0.498
127,6XyFC44z3MyVMd5ZrctiWL,0.485,0.484,0,-8.156,1,0.0348,0.498,0.000325,0.0607,0.493,64.474,5581440,253.12653,0.33061,238.23672,-8.156,64.474,0.123,4,0.996,0,0.253,1,0.44
128,25Gp0MpGdvrs4hL1u4L2TF,0.615,0.667,2,-7.801,1,0.0345,0.0175,0.0844,0.241,0.795,120.006,5586000,253.33333,0.0693,244.98213,-7.801,120.006,0.66,4,0.869,2,0.174,1,0.313
129,5dB55Te4Ivt5VRpwQsZXMa,0.753,0.411,0,-10.684,1,0.0271,0.547,4.19e-05,0.228,0.484,100.042,4740913,215.00739,0.0,210.5005,-10.684,100.042,0.367,4,1.0,0,0.637,1,0.571
130,0kz637M43RY673RZoJCWBX,0.648,0.533,0,-9.163,1,0.164,0.485,0.0204,0.358,0.288,173.963,6034752,273.6849,0.25546,266.5651,-9.163,173.963,0.293,4,0.58,0,0.409,1,0.559
131,7rhtPZkcGCWgA3kizGwXwO,0.73,0.688,4,-7.912,0,0.028,0.337,0.229,0.0727,0.861,136.002,7345152,333.11346,0.27279,327.63937,-7.912,136.002,0.879,4,0.999,4,0.488,0,0.565
132,5h5FY6vmtDpgXF91BUexO0,0.642,0.806,9,-6.73,1,0.239,0.0845,2.24e-05,0.64,0.712,158.059,4881564,221.38612,0.0,215.74821,-6.73,158.059,0.389,4,1.0,9,0.73,1,0.473
133,4jNs9cJBsFTiahZAe3iuwV,0.682,0.847,11,-8.58,1,0.0612,0.216,0.168,0.0849,0.813,120.002,9058176,410.80164,0.25601,402.35538,-8.58,120.002,0.841,4,1.0,11,0.08,1,0.238
134,5vUmlY6P9ZA3WoosABRUpp,0.74,0.655,11,-11.302,0,0.052,0.569,0.492,0.0961,0.753,121.635,3626496,164.46693,0.29624,158.44717,-11.302,121.635,0.841,4,1.0,11,0.236,0,0.175
135,0Zn0jtLj2ehkIPxlCoO65O,0.74,0.674,9,-10.068,0,0.0445,0.298,0.342,0.0698,0.472,120.008,4724352,214.25633,0.35955,205.93198,-10.068,120.008,0.834,4,1.0,9,0.442,0,0.362
136,4KAIfa7oABPJbKT4cUz4Tx,0.514,0.493,9,-9.797,1,0.136,0.201,0.0198,0.15,0.519,76.416,3992832,181.08083,0.22653,176.24525,-9.797,76.416,0.516,4,1.0,9,0.546,1,0.413
137,1mDbaq398rKyA2g4vv5obQ,0.745,0.653,6,-7.511,0,0.074,0.0889,0.0,0.104,0.68,90.006,4261824,193.28,0.3249,189.39937,-7.511,90.006,0.476,4,1.0,6,0.0,0,0.101
138,7oPUdVHd88LJG7A9mVGbuF,0.7,0.794,2,-7.215,1,0.211,0.503,1.36e-06,0.377,0.848,110.172,3671082,166.48898,0.2088,160.4615,-7.215,110.172,0.737,4,1.0,2,0.574,1,0.416
139,5HLzF5IwHdQflsQVcgnE17,0.535,0.904,1,-6.041,1,0.109,0.00227,0.0085,0.0301,0.274,140.002,4510040,204.53696,0.84304,200.55075,-6.041,140.002,0.462,4,1.0,1,0.97,1,0.731
140,75yY1Ghs6E32WC4kSikXRJ,0.621,0.666,6,-7.078,1,0.0541,0.000465,0.0839,0.0779,0.572,123.969,5240077,237.64522,0.34222,230.70766,-7.078,123.969,0.366,4,0.987,6,0.291,1,0.336
141,1CEE8yRBUe57R4MGDquES4,0.342,0.563,10,-9.551,0,0.0702,0.0367,0.0403,0.118,0.299,146.037,4861339,220.46889,0.33061,206.61116,-9.551,146.037,0.363,4,0.918,10,0.48,0,0.594
142,21T0qnyX1ybeEvb1ddRnI3,0.538,0.801,5,-6.487,1,0.0457,0.00154,0.492,0.07,0.219,119.952,4909941,222.67307,2.22912,208.20172,-6.487,119.952,0.677,4,0.995,5,0.314,1,0.425
143,5Q0bw2MFy1pRHJXZgssBtz,0.576,0.462,6,-8.826,0,0.166,0.147,0.373,0.11,0.316,119.966,5391894,244.53033,0.31909,228.74557,-8.826,119.966,0.365,4,0.97,6,0.826,0,0.705
144,1Mya9oTxdCBVUWPevebPfM,0.517,0.899,11,-7.082,0,0.235,0.0543,0.00527,0.241,0.52,167.98,5339372,242.14839,2.03175,238.06839,-7.082,167.98,0.718,4,0.745,11,0.091,0,0.262
145,6wtAYn7uBhJMXTf2hnhtl9,0.572,0.564,0,-7.62,1,0.0327,0.00554,0.00748,0.0887,0.0901,118.004,5131837,232.73637,0.31927,227.45107,-7.62,118.004,0.725,4,0.988,0,0.582,1,0.645
146,4ZEvO7TZQTbUGJzqjcPFDD,0.51,0.52,5,-7.022,1,0.03,0.0435,6.76e-05,0.0971,0.132,82.99,5477204,248.39928,3.29143,211.74277,-7.022,82.99,0.101,4,0.988,5,0.471,1,0.434
147,0Sfgs9AhjXNDkCSjWGCdrs,0.486,0.869,11,-8.022,0,0.0626,0.00619,0.0359,0.361,0.364,98.975,5359204,243.0478,0.34272,243.0478,-8.022,98.975,0.235,4,0.678,11,0.511,0,0.706
148,1fjygBqOg8E1t6RnYu5GIC,0.515,0.859,11,-6.103,0,0.303,0.0117,0.0227,0.127,0.605,150.067,5204842,236.04726,0.0,216.56091,-6.103,150.067,0.268,4,0.819,11,0.552,0,0.512
149,34QoWDjjWjZB4cHnJfEOpV,0.51,0.422,9,-9.667,0,0.0287,0.333,0.0372,0.124,0.17,89.983,5609050,254.37868,0.41315,244.08237,-9.667,89.983,0.022,4,0.973,9,0.49,0,0.529
150,3NzbD3qjLuVnFRUGrTBkLj,0.532,0.607,1,-6.776,1,0.0434,0.00661,0.0,0.13,0.272,78.646,4261824,193.28,0.26698,182.71202,-6.776,78.646,0.238,4,0.983,1,0.184,1,0.256
151,24zaoEGmRjgA0zt47uLgRF,0.562,0.329,3,-8.556,0,0.162,0.502,0.0,0.562,0.502,148.524,3951654,179.21333,6.9834,166.638,-8.556,148.524,0.146,4,0.965,3,0.219,0,0.375
152,72sQjWR565TtF4yIKnoZZe,0.589,0.446,7,-5.501,1,0.0285,0.0263,0.0,0.0869,0.292,81.983,4626678,209.82668,0.20268,203.80154,-5.501,81.983,0.404,4,0.989,7,0.505,1,0.518
153,1CRHXwB3TFB33tCmK6nrDi,0.422,0.324,2,-10.716,0,0.0466,0.54,0.0,0.153,0.165,156.221,5129418,232.62666,0.29016,219.77107,-10.716,156.221,0.045,4,0.941,2,0.229,0,0.394
154,0363Rz5nMpTlYWZ4kmjM2L,0.691,0.465,3,-8.061,0,0.0502,0.0829,1.58e-06,0.126,0.291,96.02,3953712,179.30667,0.0,166.2781,-8.061,96.02,0.323,4,1.0,3,0.398,0,0.364
155,2ph2geNwNtdvIkA1Nvpybp,0.775,0.55,9,-3.765,1,0.0345,0.183,0.0,0.0434,0.72,109.952,2697450,122.33333,0.18571,120.14005,-3.765,109.952,0.774,4,0.3,9,0.333,1,0.337
156,60B1Mzy3yNsbJSOHfp8H2U,0.615,0.75,8,-4.281,1,0.0822,0.00827,0.000549,0.163,0.628,120.993,3915198,177.56,0.0,177.56,-4.281,120.993,0.8,4,0.977,8,0.193,1,0.4
157,3st8GdrmGNJFupn8bffZ19,0.57,0.887,2,-1.089,1,0.0382,0.0365,5.21e-06,0.783,0.818,115.889,3475374,157.61333,0.0,157.61333,-1.089,115.889,0.8,4,1.0,2,0.384,1,0.465
158,644Hnc3xVgkMUMRN3P3RCw,0.553,0.681,0,-4.781,1,0.0312,0.00222,0.0,0.322,0.132,132.025,4168626,189.05333,0.0,189.05333,-4.781,132.025,0.671,4,0.783,0,0.855,1,0.752
159,1rZPk2je0ExXeovOPAVNXq,0.684,0.825,6,-2.722,0,0.0881,0.0234,0.0,0.496,0.937,137.995,2662170,120.73333,0.0,120.73333,-2.722,137.995,0.753,4,0.561,6,0.531,0,0.452
160,0HH8q4b3CWuSeIzF4pF6vK,0.555,0.715,8,-4.853,1,0.037,0.0572,0.0,0.348,0.195,141.952,4975362,225.64,0.0,218.79584,-4.853,141.952,0.34,4,1.0,8,0.502,1,0.585
161,1A3dV4aobIBsNhaMTxpGje,0.786,0.598,1,-7.28,0,0.148,0.161,0.0,0.172,0.348,134.037,4671986,211.88145,0.11084,194.50777,-7.28,134.037,0.906,4,0.985,1,0.527,0,0.583
162,1yr8EqLjRbL7S6KM6dTymi,0.77,0.718,2,-8.427,1,0.342,0.122,3.69e-05,0.105,0.598,139.97,4569674,207.24146,2.75156,196.40018,-8.427,139.97,0.27,4,0.998,2,0.586,1,0.434
163,2VzWW5PpY12fHHoAO9dhRM,0.79,0.73,8,-5.074,1,0.0469,0.0937,6.3e-06,0.109,0.661,143.937,4479416,203.14812,0.10417,197.69469,-5.074,143.937,0.609,4,0.947,8,0.75,1,0.586
164,5wXlRkSxFDNVua7EfLBYBu,0.908,0.716,2,-6.095,1,0.128,0.298,1.89e-06,0.143,0.213,103.031,5405222,245.13478,0.099,240.50069,-6.095,103.031,0.352,4,1.0,2,0.63,1,0.579
165,4CJwK0Wdy5FVwhr3tBvseE,0.779,0.556,5,-7.15,0,0.0426,0.283,0.0,0.153,0.881,89.997,5258810,238.49478,0.09882,233.49406,-7.15,89.997,0.106,4,1.0,5,0.478,0,0.556
166,0ZflDVGFyjs4GxLRUdLCo9,0.851,0.761,1,-3.551,1,0.0415,0.00898,3.35e-05,0.149,0.4,115.013,3966680,179.89478,0.10463,168.44916,-3.551,115.013,0.795,4,1.0,1,0.873,1,0.62
167,4o9bFyVjMMaz0vqV41mvjJ,0.621,0.601,3,-5.924,0,0.214,0.296,0.0,0.134,0.683,101.959,4650230,210.89478,0.09882,205.64172,-5.924,101.959,0.048,3,1.0,3,0.477,0,0.603
168,0ZsKBK7oZimQfcE7IgQs9e,0.819,0.655,5,-7.148,0,0.127,0.258,9.64e-06,0.103,0.611,125.029,4087220,185.36145,0.1098,185.36145,-7.148,125.029,0.47,4,0.975,5,0.647,0,0.659
169,69deCNtz1v3eN5lY3oGROW,0.846,0.733,6,-3.832,0,0.0611,0.61,8.03e-05,0.0653,0.897,140.018,4279202,194.06812,0.10993,191.24535,-3.832,140.018,0.851,4,1.0,6,0.381,0,0.454
170,7j13aYb9i5749QxSI8Yhfv,0.743,0.618,6,-6.372,0,0.0936,0.21,0.0,0.093,0.33,115.153,3682970,167.02812,0.09283,162.7777,-6.372,115.153,0.392,4,0.99,6,0.0,0,0.198
171,7wUFaxBGcFTME9OJKJqvLu,0.836,0.619,10,-6.497,1,0.503,0.322,0.0,0.107,0.482,79.981,4594370,208.36145,0.11011,197.08517,-6.497,79.981,0.325,4,0.989,10,0.504,1,0.474
172,4i6AdgzySVmLbf9t4sDjJI,0.842,0.621,10,-6.152,0,0.138,0.221,0.0,0.116,0.577,139.057,5486366,248.81477,0.09179,248.81479,-6.152,139.057,0.779,4,0.987,10,0.102,0,0.503
173,6I3y5DPLhumEokH8jiLpVQ,0.882,0.537,1,-7.549,1,0.17,0.276,1.6e-06,0.148,0.49,130.072,3905528,177.12144,0.09868,165.38992,-7.549,130.072,0.617,4,1.0,1,0.042,1,0.609
174,10Tbq5CEhbAllFjVmBdLWB,0.752,0.67,0,-5.313,1,0.208,0.334,1.32e-06,0.0911,0.453,154.024,4581140,207.76144,0.26798,198.44354,-5.313,154.024,0.403,4,0.983,0,0.253,1,0.419
175,1zw2ydJ5GHpyj8Wad0EA3a,0.787,0.542,5,-6.422,0,0.0965,0.627,2.09e-05,0.1,0.634,133.989,4770770,216.36145,0.09102,208.35265,-6.422,133.989,0.188,4,1.0,5,0.176,0,0.503
176,5bsnEh6EfXzuEtmKagIzQe,0.877,0.884,9,-4.86,1,0.174,0.0983,0.000308,0.059,0.909,95.041,4679242,212.21053,0.0,206.72726,-4.86,95.041,0.833,4,0.994,9,0.326,1,0.23
177,4DuUwzP4ALMqpquHU0ltAB,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,3450776,156.49779,0.18662,156.49777,-7.16,123.066,0.934,4,1.0,5,0.695,0,0.621
178,4U1EoTpL6rVEFpdhQgTHP2,0.904,0.843,4,-3.226,0,0.0985,0.0871,0.0,0.0766,0.937,145.959,3647067,165.39986,0.0,165.39986,-3.226,145.959,0.969,4,1.0,4,0.426,0,0.445
179,0NmuYnjETG3u3qx0OmEJev,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,4320972,195.96245,0.19714,191.61687,-7.097,119.987,0.684,4,1.0,4,0.169,0,0.257
180,2cgsqar5Ersc9lBaqijKqT,0.407,0.564,0,-6.857,1,0.0745,0.662,0.115,0.74,0.63,73.37,1738422,78.84,0.0,78.84,-6.857,73.37,0.143,4,0.87,0,0.223,1,0.656
181,6scRD0ByKDs7QlAM6kJMgn,0.847,0.516,2,-4.087,1,0.123,0.0822,0.000796,0.174,0.565,113.033,3135804,142.21333,0.12195,139.5055,-4.087,113.033,0.893,4,0.774,2,0.543,1,0.619
182,6sQQ1QU84j17RWyVDsBsR6,0.643,0.609,4,-4.133,1,0.0323,0.209,0.0,0.0558,0.354,73.499,3678528,166.82668,0.27905,162.73125,-4.133,73.499,0.045,4,1.0,4,0.193,1,0.408
183,3qtIOrv0F111h91FY6uTYA,0.742,0.418,8,-4.617,1,0.0756,0.29,0.0,0.0532,0.451,150.028,3459204,156.88,0.11029,152.85696,-4.617,150.028,0.434,4,1.0,8,0.571,1,0.56
184,7BM4RPgiL2V6argIf8QEU4,0.73,0.67,1,-4.112,1,0.199,0.267,0.0,0.062,0.899,165.947,3381588,153.36,0.13955,149.70485,-4.112,165.947,0.265,4,1.0,1,0.612,1,0.679
185,185cmBOExC1AHWe3xrbmQ8,0.582,0.527,3,-7.658,1,0.0372,0.547,0.0,0.498,0.446,100.926,3689406,167.32,0.0,162.60934,-7.658,100.926,0.403,4,0.916,3,0.411,1,0.568
186,1pqdJX0O81b31BSuaXdCO6,0.736,0.509,9,-5.357,1,0.0262,0.19,0.0,0.0595,0.527,94.004,3099348,140.56,0.09941,137.25896,-5.357,94.004,0.513,4,1.0,9,0.345,1,0.447
187,7bjNmIrstK9rUA5oYzabv8,0.585,0.64,6,-4.825,0,0.0328,0.181,3.34e-06,0.349,0.336,135.959,4688418,212.62666,0.44748,209.36272,-4.825,135.959,0.833,4,1.0,6,0.373,0,0.561
188,46Q2ekN2VAXOLTCOfSizLu,0.63,0.697,5,-5.392,0,0.0682,0.433,2.43e-06,0.0977,0.387,129.981,4600218,208.62666,0.27918,205.67654,-5.392,129.981,0.678,4,0.971,5,0.62,0,0.662
189,2A4h80LMeI4pHiTf4vTrli,0.73,0.759,4,-3.551,0,0.0312,0.15,0.0,0.0325,0.658,93.989,4294752,194.77333,0.21492,178.02159,-3.551,93.989,0.489,4,1.0,4,0.167,0,0.285
190,1dYuIEDTaayOQI4KfU95Uo,0.652,0.536,3,-5.775,0,0.0957,0.241,0.0,0.132,0.592,134.72,3798186,172.25333,0.20349,154.16309,-5.775,134.72,0.578,4,0.943,3,0.188,0,0.375
191,5qV0c0qD5gFjqrWaMphjW6,0.601,0.778,10,-3.828,0,0.0725,0.795,2.55e-05,0.133,0.545,74.444,3805830,172.6,0.24599,161.10585,-3.828,74.444,0.196,4,0.96,10,0.782,0,0.701
192,4QknFsLdkaC1otNfrEkN4z,0.753,0.911,0,-2.607,0,0.0323,0.253,8.37e-06,0.0574,0.902,96.0,4465860,202.53333,0.14512,197.21867,-2.607,96.0,0.5,4,1.0,0,0.923,0,0.879
193,4SzsM9m2DRmh1PrDstow8Y,0.565,0.821,1,-5.074,1,0.0388,0.239,4.31e-05,0.191,0.492,87.941,5126184,232.48,0.13941,228.43791,-5.074,87.941,0.418,4,0.982,1,0.24,1,0.37
194,5S9AqRszdc5WvIu45SzMSQ,0.719,0.872,11,-3.75,0,0.0602,0.27,0.0,0.182,0.758,92.488,4706352,213.44,0.46821,198.30421,-3.75,92.488,0.452,4,0.988,11,0.547,0,0.662
195,1zrpHdi2ErqTtoErjiByAo,0.809,0.707,1,-3.829,0,0.0355,0.0527,0.0,0.046,0.951,111.995,4118646,186.78667,0.11029,174.25995,-3.829,111.995,0.891,4,1.0,1,0.511,0,0.527
196,5ruOqrRWsk5pT9WpXZPAh2,0.612,0.652,7,-3.947,0,0.0429,0.175,0.00125,0.0795,0.863,158.006,4051908,183.76,0.14512,172.94221,-3.947,158.006,0.426,4,1.0,7,0.25,0,0.309
197,4vlTQd7wcPLa4ksptThJRu,0.565,0.302,1,-10.598,0,0.0409,0.00422,0.781,0.101,0.106,119.996,2547510,115.53333,0.0,115.53333,-10.598,119.996,0.186,4,0.961,1,0.0,0,0.0
198,48TYKdjkiIN6brcIilEVWB,0.705,0.815,1,-6.988,1,0.0918,0.00993,0.291,0.483,0.487,109.974,2520432,114.30531,0.07497,114.30531,-6.988,109.974,0.5,4,0.522,1,0.534,1,0.449
199,4BkM0A2FwgLB8Av8fKLMzg,0.542,0.923,9,-5.924,1,0.306,0.00334,0.505,0.397,0.321,149.883,2499000,113.33333,0.0,113.33334,-5.924,149.883,0.167,4,1.0,9,0.564,1,0.517
200,3PXkCLjfTwH0fpolS9yELH,0.811,0.773,2,-7.224,0,0.124,0.0189,0.425,0.544,0.128,120.053,3121369,141.55869,0.06367,135.25624,-7.224,120.053,0.47,4,1.0,2,0.483,0,0.461
201,0IdJ2fQSlQTeNuuA3Xznfm,0.321,0.949,0,-7.297,0,0.555,0.00334,0.217,0.579,0.196,77.498,3849636,174.58667,0.0,174.58667,-7.297,77.498,0.208,4,1.0,0,0.697,0,0.476
202,0BV0AYGLVlu2SdjN3J9twp,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,3343339,151.62535,0.08717,151.62535,-7.498,115.058,0.726,4,0.937,8,0.6,1,0.447
203,0QpVrGlasZUxg7F6FgY9ig,0.663,0.839,8,-7.048,1,0.0588,0.812,0.899,0.325,0.267,117.509,3534093,160.27634,0.0,160.27632,-7.048,117.509,0.875,4,1.0,8,0.982,1,0.66
204,5guQjkjzpIMpX81VAZTHNy,0.582,0.692,7,-5.542,0,0.0564,0.000144,0.873,0.334,0.282,95.015,3245362,147.18195,0.0,147.18195,-5.542,95.015,0.786,4,1.0,7,0.089,0,0.314
205,1cwcmyyPTjJrH2tZpjrYxD,0.728,0.653,1,-8.584,1,0.11,0.0375,0.28,0.128,0.189,170.053,2876171,130.43858,0.0,130.4386,-8.584,170.053,0.363,4,1.0,1,0.322,1,0.592
206,0VrXpPSNlwKep3otvmw9iX,0.51,0.709,1,-7.86,1,0.0598,0.0125,0.869,0.0716,0.267,120.633,4276643,193.95206,0.0,183.35637,-7.86,120.633,0.174,3,1.0,1,0.675,1,0.538
207,275Y7kmWlhrLbTP5xBEbIc,0.346,0.507,2,-8.318,1,0.0334,0.000616,0.863,0.11,0.119,142.049,6244824,283.21198,0.30717,263.7961,-8.318,142.049,0.292,4,0.595,2,0.665,1,0.573
208,21E4prHLgcSeqKq2AqF47G,0.373,0.547,4,-8.531,1,0.0717,0.00532,0.756,0.112,0.0355,179.781,3594708,163.02531,0.0,155.7943,-8.531,179.781,0.136,4,0.819,4,0.492,1,0.4
209,5GYdnTwF4XoZTFUeP3qSNS,0.558,0.42,4,-10.146,1,0.0312,0.851,0.895,0.111,0.18,158.944,6192044,280.81833,0.0,260.92844,-10.146,158.944,0.091,4,0.831,4,0.493,1,0.6
210,1N7ZIHq3OefYm8ntDSxHZ0,0.484,0.954,9,-4.534,1,0.054,0.0115,0.228,0.0989,0.832,82.182,3934308,178.42667,0.15669,174.37605,-4.534,82.182,0.098,4,1.0,9,0.487,1,0.49
211,63TRSDgTHAWXx6QanCSLLY,0.555,0.505,1,-7.334,0,0.0333,0.0519,0.00361,0.148,0.293,117.481,6832266,309.85333,0.21723,296.22278,-7.334,117.481,0.247,4,1.0,1,0.718,0,0.794
212,4jUIHI4AUz60KysYtYLHIZ,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,5301114,240.41333,0.56907,231.76997,-8.445,89.124,0.23,4,1.0,10,0.711,1,0.615
213,0MiivvQA6j1yHa76w3GAJK,0.53,0.872,11,-6.039,1,0.0444,0.00583,0.0,0.41,0.444,108.976,5736234,260.14667,0.22036,243.14777,-6.039,108.976,0.721,4,0.987,11,0.553,1,0.528
214,7uEho9WLsvWHQyd3jwqI2Q,0.415,0.777,4,-6.966,1,0.0393,0.0177,0.0,0.0873,0.0796,150.028,9901920,449.06668,3.7268,430.67212,-6.966,150.028,0.042,4,0.903,4,0.582,1,0.577
215,3rqhtNTYBbUxQ2j4NaG0Qx,0.124,0.481,2,-7.785,1,0.0324,0.174,0.0,0.268,0.105,74.962,12278418,556.84436,5.29415,556.84436,-7.785,74.962,0.091,4,0.878,2,0.828,1,0.802
216,6RUvoTSHR2rdQqgBIzVhLz,0.149,0.416,2,-8.508,1,0.0325,0.216,0.000509,0.105,0.255,150.019,10724436,486.369,0.0,479.5327,-8.508,150.019,0.062,4,0.929,2,0.888,1,0.823
217,0S5nJwNkkhCuvufS0yoMJ0,0.229,0.268,2,-8.781,1,0.0323,0.233,0.000121,0.187,0.14,145.903,6749652,306.10666,2.19429,283.85233,-8.781,145.903,0.116,4,0.52,2,0.945,1,0.814
218,2UgxATJDci5tYoiWXAansC,0.38,0.615,11,-7.075,1,0.0408,0.0598,0.0,0.0722,0.145,139.944,10859131,492.4776,2.74576,472.03265,-7.075,139.944,0.398,4,0.981,11,0.61,1,0.633
219,7aBT5snfGQI8MF8chPqMxv,0.249,0.351,7,-9.751,1,0.0308,0.621,1.82e-05,0.18,0.112,135.958,14890598,675.31055,2.94893,667.48663,-9.751,135.958,0.127,4,0.995,7,1.0,1,0.842
220,0wcjfGq0bfNlXCAcWym7D2,0.168,0.394,7,-8.96,1,0.035,0.0509,0.000508,0.0535,0.0432,135.931,10451184,473.9766,0.0,445.8928,-8.96,135.931,0.302,4,1.0,7,0.829,1,0.791
221,1CWQ0lhRS42opdV22gHNQj,0.352,0.637,4,-7.715,1,0.0386,0.148,0.0,0.36,0.175,140.068,10323983,468.20786,0.29066,454.02557,-7.715,140.068,0.388,4,0.998,4,0.424,1,0.594
